Šifra artikla,Jedinica mjere ,Naziv artikla,Stanje zaliha,Knjigovodstveno stanje
57472,kom,REY-HEM.OL.FINE CARBURE CRNA 04913302,"77,000","77,000"
57473,kom,REY-HEM.OL.FINE CARBURE ZELENA 04913402,"27,000","27,000"
57475,kom,REY-HEM.OL.048 MEDIUM CRVENA 04813202,"0,000","0,000"
57476,kom,REY-HEM.OL.048 MEDIUM CRNA 04813302,"51,000","51,000"
57545,kom,REY-ROLER INK GEL 0.7 ŽUTI 03723801-Ž,"11,000","11,000"
57558,kom,U-PERATONICA 1 ZIP ARCADIA (28 elemenata) 41526,"8,000","8,000"
57570,kom,VEŽBANKA DIKTO STYLOS,"190,000","190,000"
57571,kom,VEŽBANKA SK STYLOS,"85,000","85,000"
57599,kom,FOTOAPARAT PRIMA AF-9S C13-3893312,"2,000","2,000"
57823,kom,U-FLOM.CARIOCA JOY 1/12  40614 (KARTON) 40614,"0,000","0,000"
57824,kom,U-FLOM.CARIOCA JOY 1/24  40615 (KARTON) 40615,"0,000","0,000"
57846,kom,MONTAŽNI SISTEMI-PRIRUČNIK (ĆOSIĆ),"1,000","1,000"
57975,kom,PAR-ULOŽAK ZA HO CRNI M,"0,000","0,000"
57991,kom,PAR-ROLER REFLEX BLACK 4448222199100,"10,000","10,000"
57997,kom,PAR-ROLER REFLEX  BLUE 4448224199100,"9,000","9,000"
58000,kom,PAR-ROLER REFLEX  RED 4448227199100,"3,000","3,000"
58002,kom,PAR-HEM.OL.VECTOR CRVENA NOVA,"0,000","0,000"
58004,kom,PAR-NALIV PERO VECTOR CRVENO N 4468217031100,"4,000","4,000"
58005,kom,PAR-TEH.OL.VECTOR NOVA CRVENA 4468247032100,"16,000","16,000"
58205,kom,LENJIR 30CM PLASTIČNI      MAS 2230,"16,000","16,000"
58208,kom,FRULICE                    MAS 880,"6,000","6,000"
58209,kom,POSTOLJE ZA ST.KALENDAR PL.MAS 701,"0,000","0,000"
58226,kom,PAR-HEM.OL.JOTTER CRVENA NOVA 4487137032100,"4,000","4,000"
58227,kom,PAR-TEH.OL.JOTTER CRVENA NOVA,"16,000","16,000"
58321,kom,AERO-TEMPERA OKER ŽUTA 42ml (202) 76595,"26,000","26,000"
58322,kom,AERO-TEMPERA KARMIN 42ml 401 76592,"65,000","65,000"
58323,kom,AERO-TEMPERA ULTRAMARIN 42ml (700) 76596,"44,000","44,000"
58324,kom,AERO-TEMPERA PLAVO ZELENA 42ML (803) 76601,"35,000","35,000"
58336,kom,ROT.LENJIR 17 CM CENTRO BELI R823 103,"19,000","19,000"
58530,kom,PAR-KOMP.HO+TO JOTTER CRV.NOVA,"0,000","0,000"
58556,kom,ROT.UGLOMER 180 CENTRO BELI R823 301,"20,000","20,000"
58557,kom,ROT.LENJIR 30CM CENTRO BELI R823 127,"4,000","4,000"
58558,kom,ROT.LENJIR 50CM CENTRO BELI R823 585,"4,000","4,000"
58561,kom,ROT.ŠABLON ZA CRTANJE R522352 R522 352,"9,000","9,000"
58655,kom,ROT.TABLA CRT.A3 COLLEGE 110 R522 110,"6,000","6,000"
59238,kom,AERO-TEMPERA BELA 7ml 110 73219,"20,000","20,000"
59248,kom,AERO-TEMPERA ŽUTA 7 ml 200 73221,"17,000","17,000"
59251,kom,AERO-TEMPERA ULTRAMARIN 7ml 73228,"9,000","9,000"
59252,kom,AERO-TEMPERA PLAVO ZELENA 7ml 73230,"21,000","21,000"
59265,kom,ETIKETA BIJELA,"41,000","41,000"
59621,kom,E-BUŠAČ D 15 KANCELAR.SREDNJI 177008-177011,"6,000","6,000"
59622,kom,E-BUŠAČ D 25 STANDARD.VEĆI 177015-177018,"5,000","5,000"
59780,kom,REY-HEM.OL.RADIANT LJUBIČ.248M 24813601,"0,000","0,000"
59784,kom,FRIZBI MOBIUS,"0,000","0,000"
59908,kom,ROKOVNIK B5 BIZNIS ORANŽ 61.901.60,"0,000","0,000"
59916,kom,HEB-TABLA BELA 90/120 KOCKA 10 31008,"0,000","0,000"
59986,kom,3M-ISKR.TRAKA MAGIC 1/3 90ST 90ST,"30,000","30,000"
59992,kom,ROT.ŠABLON ELIPSA R831 645 R831 645,"4,000","4,000"
59994,kom,ROT.ŠABLON ELIPSE KOMB.R841090 (ne proizvodi se više !!!) R841 090,"7,000","7,000"
60045,kom,ROT.ŠABLON R840 642 R840 642,"2,000","2,000"
60080,kom,BBS-SVEĆICA LOONY TUNES 6 002750,"2,000","2,000"
60082,kom,BBS-SVEĆICA LOONY TUNES 8 002770,"15,000","15,000"
60083,kom,BBS-SVEĆICA LOONY TUNES 9 002780,"12,000","12,000"
60084,kom,BBS-SVEĆICA LOONY TUNES 0 002790,"18,000","18,000"
60148,kom,KUTIJA ZA OLOVKE PRECISION 2/1,"2,000","2,000"
60364,kom,KALKULATOR CASIO SL-210TE SL-210TE,"1,000","1,000"
60566,kom,ROT.RAPIDOG.VARIANT II 12 R112 120A,"6,000","6,000"
60750,kom,E-KUT.ZA PENDAFL.PL.IND.50445A 50445A,"0,000","0,000"
60866,kom,115(28)194 SAT SA ALARMOM,"0,000","0,000"
60869,kom,FAB.PAPIR 80g A4 pl.zeleni/500 (1/500) 61221297,"0,000","0,000"
60872,kom,FAB.PAPIR 80g A4 ž.banana /500 (1/500) 61121297,"0,000","0,000"
60891,kom,SE-ŽENSKI SWE 009 J SWE 009 J,"1,000","1,000"
60955,kom,JASTUČE TRODAT 6/4923,"0,000","0,000"
61009,kom,ROT.KOMPL.SRED.ZA ČIŠĆENJE RAP R585 250,"2,000","2,000"
61192,kom,ADING ROLNA 38x30 m,"0,000","0,000"
61221,kom,3M-PODLOGA ZA RUKU-TAST.I MIŠ WR512BE,"1,000","1,000"
61222,kom,3M-PODLOGA ZA RUKU I PC MIŠA WR511BE,"1,000","1,000"
61223,kom,3M-PODLOGA ZA RUKU I TASTATURU WR410BE,"2,000","2,000"
61257,kom,POLICE ZA DOKUMENTA SUPER  MAS 830,"7,000","7,000"
61258,kom,POLICE ZA DOKUMENTA STAND. MAS 820,"12,000","12,000"
61273,kom,FAB.PAPIR 80g A4 5 boja jarke (1/250 COPYTINTA MULTICOLOR 80) 62621297,"2,000","2,000"
61343,kom,TAŠNA PC-004.187.02.044 CAMEL,"0,000","0,000"
61412,kom,RAJSNEDLE U BOJI/BLISTER   MAS 311,"9,000","9,000"
61417,kom,ŠTIP.ZA PAPIR COLOR/BLIST. MAS 921,"17,000","17,000"
61418,kom,SPAJALICE BR.3 /BLISTER    MAS 231,"1,000","1,000"
61421,kom,SPAJALICE 70MM/BLISTER     MAS 276,"1,000","1,000"
61429,kom,E-MARAM.VLAŽ./SUV.ZA MON.67119 67119,"2,000","2,000"
61516,kom,"E-REG.A4,PVC,50mm,crveni 81143 81143P","18,000","18,000"
61517,kom,"E-REG.A4,PVC,50mm,crni   81147 81147P","19,000","19,000"
61518,kom,"E-REG.A4,PVC,75mm,plavi  81135 81135P","8,000","8,000"
61523,kom,"E-REG.A4,2 RUPE,PLAVI,PVC14452 (sa etiketom, 25mm) 14452P","19,000","19,000"
61529,kom,"E-REG.A4,4 RUPE,PLAVI,PVC14460 (sa etiketom, 25mm) 14460P","7,000","7,000"
61558,kom,SPAJALICE ZA KOVERTE 32MM  MAS 346,"3,000","3,000"
61563,kom,FUTROLA ZA MOB.SPORT S/Z 39241 39241,"0,000","0,000"
61564,kom,FUTROLA ZA MOB.SPORT P/P 39242 39242,"9,000","9,000"
61609,kom,U-SIGNIR NEW MEMORY ZELENI 30174/38,"1,000","1,000"
61610,kom,U-SIGNIR NEW MEMORY PLAVI 30174/39,"54,000","54,000"
61633,kom,"3M-DRŽAČ""Z""CRNI+100Z LISTA C300T","12,000","12,000"
61686,kom,3M-FILTER ZA MONITOR BF20XL BF20XL,"2,000","2,000"
61692,kom,3M-FILTER POLAR.HF350 98-0440-0315-4,"2,000","2,000"
61695,kom,"3M-FILTER ZA PRIV.PF12.1"" 98-0440-0656-1","4,000","4,000"
61696,kom,"3M-FILTER ZA PRIV.PF13.1"" 98-0440-0655-3","1,000","1,000"
61697,kom,"3M-FILTER ZA PRIV.PF14.1"" 98-0440-0654-6","1,000","1,000"
61698,kom,"3M-FILTER ZA PRIV.PF15"" 98-0440-0924-3","1,000","1,000"
61782,kom,KOVERTA SOFTMAIL 240X340 (SA VAZDUŠNIM SLOJEM) 0099232,"4,000","4,000"
61800,kom,"3M-STALAK ZA ""Z"" PORUKE PROV. (+ 1 NOTES ŽUTI) C4215+R330","3,000","3,000"
61826,kom,BBS-SVEĆICE ROĐENDANSKE ASORT 023992,"16,000","16,000"
61928,kom,REY-FLOMASTER HI-FI FINE CRVEN 21511202,"1,000","1,000"
61929,kom,REY-FLOMASTER HI-FI FINE ZELEN 21511402,"24,000","24,000"
61945,kom,PREGRADNI KARTON A4 10/1,"1,000","1,000"
62016,kom,115(03)301 KATANAC SA ŠIFROM,"2,000","2,000"
62031,kom,CD-RW,"0,000","0,000"
62035,kom,U-MARKER UNIX CRV.perm.30412/3 30412/03,"143,000","143,000"
62036,kom,U-MARKER UNIX ZEL.perm.30412/4 30412/04,"17,000","17,000"
62052,kom,RANAC BRIT CRNI SA ŠTAMPOM 34.228.10,"0,000","0,000"
62099,kom,ŠESTAR 760 TECNOCOMPASS 760,"3,000","3,000"
62100,kom,U-NALIV PERO METAL  42304 42304/30632 dis,"30,000","30,000"
62132,kom,115(09)621,"0,000","0,000"
62165,kom,U-FLOM.JOY 1/1 CRNI 30206/01 30206/01,"48,000","48,000"
62166,kom,U-FLOM.JOY 1/1 PL.  30206/02 30206/02,"23,000","23,000"
62274,kom,E-ODMARAČ ZA ZGLOBOVE    67690 67690,"4,000","4,000"
62277,kom,E-INDEX KART.ORGANIZER  309000 309000,"3,000","3,000"
62354,kom,KOVERTA COMPETITOR 160X230 (80G) 002946323,"1814,000","1814,000"
62355,kom,SVESKA A5 SPI.PIGNA  SK 0071619/0209466,"1,000","1,000"
62356,kom,SVESKA A5 SPI.PIGNA DIKTO 0071619/0209466,"0,000","0,000"
62424,kom,KREDA BELA 1/12,"8,000","8,000"
62466,kom,"3M-DRŽAČ""Z""PLAVI+100 Z LISTA C301T+1XR330","8,000","8,000"
62467,kom,"3M-DRŽAČ""Z""ZELENI+100Z LISTA C300T+1XR330","6,000","6,000"
62468,kom,"3M-DRŽAČ""Z""ORANŽ+100Z LISTA C300T+1XR330","1,000","1,000"
62476,kom,3M-POST-IT INDEX ZELENI 680-3 70-0713-9277-6,"4,000","4,000"
62512,kom,3M-TRAKA SCOTCH 12x50 ARM.895 895,"26,000","26,000"
62515,kom,AERO-TEMPERA ŽUTA 42ml art200 76590,"36,000","36,000"
62525,kom,ČIODE SA GLAVOM 25 KOM     MAS 320,"72,000","72,000"
62526,kom,ČIODE 40 KOM KARTON        MAS 330,"57,000","57,000"
62527,kom,ČIODE 50 GR.KARTON         MAS 333,"21,000","21,000"
62551,kom,PRIVEZAK I OTVARAČ COP BIJELI 33.070.90,"9,000","9,000"
62611,kom,ROT.ŠESTAR CENT.RAINBOWR529086 (ne proizvodi se više !!!) R529 086,"9,000","9,000"
62706,kom,REGISTRATOR STYLOS A4 PLAVI,"3,000","3,000"
62710,kom,REGISTRATOR STYLOS A4 USKI PL.,"57,000","57,000"
62858,kom,SANITAR 750 ML,"0,000","0,000"
62888,kom,166(06)010 NOVČANIK OKO VRATA,"0,000","0,000"
62927,kom,E-TR.ZA L.WRITER 70X54   99015 (320 NALEPNICA U ROLNI) 99015,"6,000","6,000"
63098,kom,CROSS 522-1/5 MATRIX,"2,000","2,000"
63252,kom,SAPUN ZA RUKE,"0,000","0,000"
63283,kom,HEMIJSKA OL.PALOMA SILVER 10.097.80,"4,000","4,000"
63287,kom,DE-HEM.OLOVKA GEL 31076,"77,000","77,000"
63911,kom,AERO-SELOTEJP TOP TAPE 19X10 79729,"2,000","2,000"
63976,kom,ADAPTER AD A60024EG ZA KALK. AD-A60024EG-OP,"0,000","0,000"
64005,kom,STALAK ZA SELOTEJP 20M     MAS (FIESTA 640) 640,"28,000","28,000"
64006,kom,STALAK ZA SELOTEJP MINI 20MMAS 630,"0,000","0,000"
64007,kom,STALAK ZA SELOTEJP 66M     MAS (FLASH 730) 730,"2,000","2,000"
64010,kom,"SPAJALICE,RAJSNEDLE,ČIODE  MAS (JUMBO MIX 525 KOM) 3410","1,000","1,000"
64014,kom,DRŽAČI ZA PAPIR KOCKA MAL. MAS (PROV. PLASTIKA S PAPIROM) 860,"0,000","0,000"
64017,kom,ČAŠA ZA OLOVKE MREŽA CRNA  MAS 500-black,"7,000","7,000"
64023,kom,KORPA ZA OTP.METALNA CRNA  MAS (10lit.) 850-black,"3,000","3,000"
64162,kom,OMOT ZA DOKUMENTA,"1,000","1,000"
64703,kom,BLOK ZA BEL.A4 SK SPIR.STYLOS,"10,000","10,000"
64704,kom,BLOK ZA BEL.A4 DIK.SPIR.STYLOS,"39,000","39,000"
64705,kom,BLOK ZA BEL.A5 SK SPIR.STYLOS,"0,000","0,000"
64760,kom,BLOK ZA BEL.A4 BLANKO SPIRALA,"5,000","5,000"
64765,kom,FAB.PAPIR 80g A4 BEŽ      /500 (1/500) 60921297,"0,000","0,000"
64869,kom,ŠT-GRAF.MINE 0.5 HB 250 05-HB,"228,000","228,000"
64925,kom,BATERIJA R 20 R20A,"11,000","11,000"
65605,kom,166(06)021 PERNICA,"0,000","0,000"
65801,kom,KIŠ.BENETON 55031 MINI AC ROZA 55031,"0,000","0,000"
65832,kom,KIŠ.ESPRIT 50002 ŠTAP LONG CRV (NI) 50002,"1,000","1,000"
65892,kom,BLOK KOCKA 9X9,"1,000","1,000"
66075,kom,MAPA GRAFIČAR,"111,000","111,000"
66097,kom,LZ-MUN.ZA HEFT.5550 k6-26/6 5580,"1,000","1,000"
66379,kom,KOVERTA B6 BELA SAMOLEPLJIVA,"1699,000","1699,000"
66437,kom,"DRŽAČI ZA PAPIR KOCKA MAL. MAS (PLASTIČNI, PRAZNI) 865","16,000","16,000"
66451,kom,UGLOMER 180 2-15,"149,000","149,000"
66545,kom,TAŠNA ŽENSKA 12-4 12-4,"0,000","0,000"
66554,kom,KAIŠ MUŠKI 1/3.5 DE LUX,"2,000","1,000"
66683,kom,BLOK KOCKA 9X9X8,"0,000","0,000"
66694,kom,TAŠNA ŽENSKA 12-2 12-2,"0,000","0,000"
66780,kom,BATERIJA LR03 1.5 V AAA LR03,"20,000","20,000"
67172,kom,KOVERTA 130*260 BELA PIGNA (NESAMOLEPLJIVA) 067750326,"1,000","1,000"
67223,kom,TERMO ADING ROLNA 57mm x 30m,"0,000","0,000"
67437,kom,SPAJALICE BR.2             MAS 220,"0,000","0,000"
67438,kom,SPAJALICE BR.3             MAS 230,"9,000","9,000"
67445,kom,ŠTIP.ZA PAPIR COLOR 19MM   MAS 920,"54,000","54,000"
67446,kom,ŠTIP.ZA PAPIR COLOR 25MM   MAS 925,"97,000","97,000"
67448,kom,ŠTIP.ZA PAPIR COLOR 41MM   MAS 935,"26,000","26,000"
67450,kom,NOŽ ZA HARTIJU PLAST.RUČKA MAS 480,"12,000","12,000"
67451,kom,DOSIJE FASCIKLA/10 4010    MAS (U FOLIJA TVRDE KORICE) 4010,"1,000","1,000"
67456,kom,KASA ZA NOVAC 19.5X15X8    MAS 185,"1,000","1,000"
67457,kom,KASA ZA NOVAC 22.5X18.5X8  MAS 190,"1,000","1,000"
67458,kom,KASA ZA NOVAC 30X23X8      MAS 195,"1,000","1,000"
67461,kom,ORGANAJZER STONI PLASTIČNI MAS 810,"3,000","3,000"
67814,kom,AERO-ADING ROLNA 57 1+1 74338,"21,000","21,000"
67823,kom,W-SERENITE RB 41010,"1,000","1,000"
67883,kom,W-ULOŽAK ZA HEM.OL. F BLUE S0791000,"11,000","11,000"
68133,kom,SIGNIR 1/4,"0,000","0,000"
68145,kom,GOLD-VIZITAR MAT SILVER PB 26730,"3,000","3,000"
68314,kom,ROKOVNIK B5 VENTURA CRVENA (2015) VE204 TEGET,"0,000","0,000"
68419,kom,PZM-DNEVNIK RADA B-5 3031,"0,000","0,000"
68928,kom,W-ULOŽAK ZA ROLER F BLUE 54096,"43,000","43,000"
68951,kom,W-8 INK CARTRIDGE BLU/DK 52007,"2,000","2,000"
69373,kom,OBRAZAC M-1 PRIJAVA NA OSIGURA (NJE ZA OSIGURANIKE ZAPOSLENE),"9,000","9,000"
69638,kom,NALEPNICA ZA REGISTRATOR (ŠIROKI 192X61),"0,000","0,000"
70007,kom,"BBS-JEZICI,6 KOM,PRINCES 106403","17,000","17,000"
70350,kom,TERMO ADING ROLNA 38X50 38/30m,"0,000","0,000"
70384,kom,AERO-TEMPERE/6 kart 203 31495,"9,000","9,000"
70479,kom,U-FLOM.CARIOCA 1/100 40043,"0,000","0,000"
70480,kom,"U-FLOMASTERI 1/10 BIRELLO (dupli vrh (2.5mm, 5mm)) 41438","9,000","9,000"
70630,kom,U-RANAC CARIOCA 42355 (12 jumbo flom.+6 jumbo drv.boj) 42355,"0,000","0,000"
70642,kom,U-CD MARKER 1/2 (blister) 41876,"10,000","10,000"
70696,kom,SPAJALICE U BOJI/BLISTER   MAS 281,"13,000","13,000"
70715,kom,BLOK 5 FABRIANO/110GR AKVAREL,"0,000","0,000"
70920,kom,ADING ROLNA 57MMX30M,"72,000","72,000"
71023,kom,MREŽASTA KORPA ZA OTPATK-BLACK 854 black,"3,000","3,000"
71102,kom,"PAPER.P.MARKER M15 CRVENI (OBLI VRH, debljina 1.8mm) P5522104","30,000","30,000"
71103,kom,"PAPER.P.MARKER M15 PLAVI (OBLI VRH, debljina 1.8mm) P5523104","24,000","24,000"
71107,kom,"PAPER.P.MARKER W10 PLAVI (KOSI VRH, debljina 1,2-5,5 mm) P5543104","0,000","0,000"
71233,kom,RASTIMER AMB,"476,000","476,000"
71498,kom,K-MASTILO ZA TRAJNE DOKUMENTE 38005,"11,000","11,000"
71746,kom,PAR-TEH.OL.DIMONITE SVET.PLAVA (SREBRNO TELO) 4195144532100,"2,000","2,000"
71808,kom,ULAZ ROBE A-4 NCR,"5,000","5,000"
71857,kom,LEPAK U STIKU 35 GR  MAS 2035,"6,000","6,000"
71858,kom,LEPAK U STIKU 8 GR  MAS 2008,"35,000","35,000"
71889,kom,"AERO-TEMPERE TE-10C,PVC,ART206 76821","17,000","17,000"
71952,kom,TERMO ADING ROLNA 28mm x 17m,"280,000","280,000"
72114,kom,KIŠ.BENETON 55009 ŠTAP T.LJUBI 55009,"0,000","0,000"
72463,kom,RUKAVICE ŽEN.721 0421 SAMS 4-721-0421-1-50,"1,000","1,000"
72604,kom,ČIODE SA GLAVOM VEĆOM  MAS 315,"78,000","78,000"
72707,kom,PAPER.MARKER CD/DVD PLAV 1.0mm P5053101,"1,000","1,000"
72888,kom,GOLD-SAT RING CRVENI PB 31465,"0,000","0,000"
72915,kom,MREŽASTA ČAŠA ZA SPAJALICE (MAS) 800,"5,000","5,000"
72916,kom,ORGANAJZER ZA STO+STALAK ZA (SELOTEJP MAS) 815,"4,000","4,000"
72919,kom,LEPILO U STIKU 15 GR MAS 2015,"41,000","41,000"
73010,kom,KIŠ.BENETON 55105 ŠTAP BORDO 55105,"0,000","0,000"
73250,kom,SELOTEJP 48X60 MAT,"21,000","21,000"
73312,kom,MUNICIJA ZA HEFTALICU  24/6    145,"126,000","126,000"
73414,kom,U-FLOMASTERI 1/6 SA SJAJEM (Blister 6 boja 42112) 42112,"8,000","8,000"
73424,kom,SELOTEJP 48X60 MAT,"6,000","6,000"
73843,kom,POLICE ZA DOKUMENTA MAS (Transparent) 825-transparent,"10,000","10,000"
73845,kom,POLICE ZA DOKUMENTA MAS (Red) 825-red,"8,000","8,000"
73847,kom,POLICE ZA DOKUMENTA MAS (Blue) 825-blue,"8,000","8,000"
73936,kom,FASCIKLA KARTONSKA-NARANDŽASTA,"0,000","0,000"
73951,kom,AERO-TEMPERA PLAVA KOBALT 42ml (704) 77764,"58,000","58,000"
73965,kom,KESA MALA,"1,000","1,000"
73992,kom,AERO-ADING ROLNA 80MMX30M 12MM 78474/78484,"0,000","0,000"
74110,kom,KOVERTA B5 ROZA-SAMOLEPLJIVA,"1428,000","1428,000"
74130,kom,RIBON EPSON LQ 590 15337 OR 15337,"0,000","0,000"
74217,kom,PAPIR A4 120 GR.,"4,000","4,000"
74331,kom,"PAPER.H.OL.STICK 2020 CRNA F (JEDNOKRATNA, 0.8mm) P2731501","85,000","85,000"
74348,kom,PAPER.STAR GEL GRIP CRNA (0.7mm) P3571101,"48,000","48,000"
74360,kom,PAPER.STAR GEL STICK CRNA 0.7 P3671101,"1,000","1,000"
74365,kom,PAPER.FLOM.SMARTLINER ZELE 0.4 (mm) P3024101,"26,000","26,000"
74372,kom,PAPER.SIGNIR ACCENT RT ZELENI (4.0mm) P5724101,"2,000","2,000"
74378,kom,PAR-VECTOR XL COOL WAT.GEL BP (M.BLUE T) 4468574542100,"0,000","0,000"
74379,kom,PAR-VECTOR XL CRY.AMBER GEL BP (M.BLU TB) 4468579342100,"0,000","0,000"
74415,kom,E-REG.SA KUT.8cm plv G8305 G8305,"0,000","0,000"
74432,kom,"E-""U""FOLIJA A4 MAT 509760 (22x30 /50 deluxe) 509760","24,000","24,000"
74438,kom,E-FASC.PEND.plava    903340 (39 cm) 903340,"18,000","18,000"
74483,kom,ROT.ŠESTAR COMPACT UNIV.VEĆI (S0676550) S0676550,"7,000","7,000"
74484,kom,ROT.ŠESTAR COMPACT UNIVERZALNI (S0676530) S0676530,"0,000","0,000"
74486,kom,ROT.ŠESTAR COMPACT UNIV.SA PRO (DUŽETKOM S0676540) S0676540,"9,000","9,000"
74570,kom,PAPER.RO.GEL-ROLLER CRNI 0.7mm P3991101,"5,000","5,000"
74572,kom,PAPER.RO.GEL-ROLLER PLAV 0.7mm P3993101,"2,000","2,000"
74606,kom,AERO-TEMPERA CINOBER 42ml   400,"96,000","96,000"
74650,kom,U-VOŠTANE BOJE 1/12 42365 42365,"0,000","0,000"
74652,kom,PAPER.HO.SA GUM.REPLAY CRNA  M (HEMIJSKA SA GUMICOM) P2951104,"3,000","3,000"
74655,kom,U-VOŠTANE BOJE 1/12 JUMBO42369 42369,"21,000","21,000"
74825,kom,PAPIR ZA FLIP CHART,"0,000","0,000"
75384,kom,"PAPER.H.OL.FLEXGRIP ULTRA CRNA (SA POKLOPCEM, 0.8mm) P2431104","31,000","31,000"
75391,kom,PAPER.ULOŽAK ZA HO CRNI     X2 (2 CRNA ULOŠKA ZA PHD TRIOPEN) P0383201,"12,000","12,000"
75392,kom,PAPER.ULOŽAK ZA HO CRVENI   X2 (2 CRVENA ULOŠKA ZA PHD TRIOPEN) P0383301,"21,000","21,000"
75437,kom,PAPER.TEH.OL COMFORT.FRESH 0.5 P1710101,"45,000","45,000"
75438,kom,PAPER.GUM.U OLOVCI SPEED ERASE P9810101,"31,000","31,000"
75444,kom,AERO-VODENE BOJE/12 B (sa četkicom art.127) 87977,"1,000","1,000"
75610,kom,U-HEM.OL.CORVINA FIO.FLUO40458 40458,"12,000","12,000"
75721,kom,AERO-TEMPERA KARMIN 7ml art401 73224,"18,000","18,000"
75722,kom,AERO-TEMPERA CRNA 7ml art900 73233,"17,000","17,000"
75725,kom,OMOTAČ ZA SVESKU A5 - OMEGA,"30,000","30,000"
75831,kom,ROT.GUMICA TIKKY 20 2/1 BLISTE S0195840,"0,000","0,000"
75903,kom,KESE ZA SMEĆE 40l 15/1,"0,000","0,000"
75942,kom,SRPSKI JEZIK I JEZIČKA KULTURA (TREĆI RAZRED) 14011,"2,000","2,000"
75956,kom,POLICA ZA DOKUMEN./3 MREŽA MAS 523,"1,000","1,000"
76047,kom,NOKI-GUMICA              ERA20 ERA20,"1,000","1,000"
76049,kom,NOKI-MUN.ZA HEFT.24/6     6451 6451,"180,000","180,000"
76051,kom,NOKI-BUŠAČ P-830 P-830,"0,000","0,000"
76052,kom,NOKI-BUŠAČ P-840 P-840,"0,000","0,000"
76053,kom,NOKI-HEFTALICA S-150 S-150,"0,000","0,000"
76055,kom,NOKI-RASHEFTIVAČ L-6 L-6,"4,000","4,000"
76056,kom,NOKI-KOREKTOR 1/1        41110 41110,"20,000","20,000"
76057,kom,NOKI-KOREKTOR SET 2/1    41130 (korektor+razredjivač) 41130,"19,000","19,000"
76061,kom,NOKI-KABINET MAPA         F107 F107,"2,000","2,000"
76070,kom,KALKULATOR CASIO FC 100 V,"2,000","2,000"
76091,kom,"NOKI-REG.A4,PVC,75MM CRN.56401 56401","2,000","2,000"
76095,kom,NOKI-FASC.SA MEH.PVC crna 4820 4820,"210,000","210,000"
76096,kom,NOKI-FASC.SA MEH.PVC crv. 4820 4820-80,"0,000","0,000"
76099,kom,NOKI-MARK/BELE TABL crni 640WB 640WB,"1,000","1,000"
76102,kom,NOKI-SIGNIR žuti          7000 7000,"0,000","0,000"
76120,kom,KUTIJA ZA KATALOGE MREŽA   MAS 540-CRNA,"4,000","4,000"
76446,kom,W-AUDACE BP HAPPY POP S0526480,"3,000","3,000"
76448,kom,W-AUDACE BP ENCHANTED GARDEN W261953,"1,000","1,000"
76475,kom,MER-FUTROLA PLEASURE 07006131 07006131,"0,000","0,000"
76499,kom,W-EXCEPTION BP SLIM BLUE S0637120,"1,000","1,000"
76501,kom,W-EXCEPTION BP SLIM BLACK ST S0637040,"1,000","1,000"
76768,kom,GOLD-ŠNALA ZA NOVAC KOŽA/METAL PP 28790,"0,000","0,000"
77221,kom,MALI GURMAN,"2,000","2,000"
77368,kom,FUT.ZA MOB.SAM.KORSIKA CRNA/KR (EM UNUT.DIM.5X10.5X3cm  HORIZ.) 35266,"4,000","4,000"
77369,kom,FUT.ZA MOB.SAM.KORSIKA CRN/BEŽ (UNUT.DIM.5X10.5X3   HORIZONT.) 35267,"4,000","4,000"
77382,kom,REGISTRATOR STYLOS A4 M PLAVI,"22,000","22,000"
77634,kom,NOKI-INDEX 1-31          59231 59231,"14,000","14,000"
77641,kom,NOKI-HEFTALICA HS-1000 HS-1000,"0,000","0,000"
77878,kom,NOVČANIK VALENTINI CRN 161 131 01-161-131-1,"0,000","0,000"
77885,kom,NOKI-BUŠAČ P-817 P-817,"0,000","0,000"
77894,kom,NOKI-ID KARTICA    31070 31070,"0,000","0,000"
77898,kom,NOKI-INDEKS 1-10       59210 59210,"10,000","10,000"
77899,kom,NOKI-INDEKS 1/5 COLOR  59115 59115,"0,000","0,000"
78377,kom,OMOT SPISA KT,"69,000","69,000"
79031,kom,ROT.ŠESTAR COMPASS SET R529216 (Set od 8 delova) R529 216,"1,000","1,000"
79211,kom,KALKULATOR CASIO MS-300M MS-300M,"1,000","1,000"
79214,kom,"3M-DRŽAČ""Z""CRNO SIVI C301T (+100 LISTA CHARCOAL CLIP) XB-0049-0125-1","2,000","2,000"
79215,kom,3M-POST-IT 100X100 2075M MUSIC (75L) FT-5100-9190-1,"7,000","7,000"
79217,kom,3M-POST-IT 100X100 2075S STARS FT-5100-9193-5,"14,000","14,000"
79218,kom,3M-POST-IT 100X100 2075A AQUAT (IC) FT-5100-9194-3,"22,000","22,000"
79309,kom,3M-POST-IT 100X100 2075D KRUG FT-5100-9192-7,"1,000","1,000"
79319,kom,NOKI-FLOM.PERMAN.OHP M CRVENI (8110MK 1mm) 8110MK,"5,000","5,000"
79324,kom,NOKI-FLOM.PERMAN.OHP S CRNI (8110SS 0.5mm) 780,"12,000","12,000"
79328,kom,NOKI-ROLER GEL crni CLICK  681 (0.7mm) GP681,"0,000","0,000"
79340,kom,NOKI-ROLER 0.5mm CRVENI. FOCUS 791 NR791,"39,000","39,000"
79343,kom,NOKI-HEFTALICA S-600 (kapacitet 25 lista) S-600,"0,000","0,000"
